roi,epoch,training_run,rho,p_value
FFC,19,6,0.12706298953595435,0.0
FFC,20,6,0.1260490591530166,0.0
FFC,21,6,0.1281881404369996,0.0
FFC,22,6,0.12879491076015231,0.0
FFC,23,6,0.12869372882673283,0.0
FFC,24,6,0.12753766565790695,0.0
FFC,25,6,0.13023637072645403,0.0
FFC,26,6,0.13339781867949815,0.0
FFC,27,6,0.133147601439207,0.0
FFC,28,6,0.1314044659573849,0.0
FFC,29,6,0.1325405372826501,0.0
FFC,30,6,0.13304765912437383,0.0
FFC,31,6,0.1331572363852171,0.0
FFC,32,6,0.1360979282363337,0.0
FFC,33,6,0.13265931711139947,0.0
FFC,34,6,0.1332784364491205,0.0
FFC,35,6,0.13785399892726324,0.0
FFC,36,6,0.13049233836655783,0.0
FFC,37,6,0.13410379676159223,0.0
FFC,38,6,0.13549880335275025,0.0
FFC,39,6,0.1342593047889029,0.0
FFC,40,6,0.13347203005504057,0.0
FFC,41,6,0.13562007056517192,0.0
FFC,42,6,0.13382469809692865,0.0
FFC,43,6,0.1382798516611536,0.0
FFC,44,6,0.13271911753076954,0.0
FFC,45,6,0.13545621369201627,0.0
FFC,46,6,0.13181949471468601,0.0
FFC,47,6,0.13440487799065196,0.0
FFC,48,6,0.13376801470120994,0.0
FFC,49,6,0.13130325449519012,0.0
FFC,50,6,0.13521498403278057,0.0
FFC,51,6,0.13186724185320323,0.0
FFC,52,6,0.1360433168380264,0.0
FFC,53,6,0.13311169566241993,0.0
FFC,54,6,0.13605241215788924,0.0
FFC,55,6,0.13284763204562153,0.0
FFC,56,6,0.13197918271397552,0.0
FFC,57,6,0.13298183636716954,0.0
FFC,58,6,0.13476129686280153,0.0
FFC,59,6,0.13586509465441912,0.0
FFC,60,6,0.13512571766841885,0.0
FFC,61,6,0.1331228403937035,0.0
FFC,62,6,0.13431329939367384,0.0
FFC,63,6,0.13456306564580325,0.0
FFC,64,6,0.13215640500577805,0.0
FFC,65,6,0.13236616394421208,0.0
FFC,66,6,0.13414468984312586,0.0
FFC,67,6,0.1356675070432808,0.0
FFC,68,6,0.135031600726915,0.0
FFC,69,6,0.13314275581737658,0.0
FFC,70,6,0.13206691787249247,0.0
FFC,71,6,0.13507020433364797,0.0
FFC,72,6,0.13345352560594917,0.0
FFC,73,6,0.13243000133862437,0.0
FFC,74,6,0.13218781822250886,0.0
FFC,75,6,0.1348253082802805,0.0
FFC,76,6,0.13511070709197526,0.0
FFC,77,6,0.13485682055727677,0.0
FFC,78,6,0.13537884760461955,0.0
FFC,79,6,0.1354588438984857,0.0
FFC,80,6,0.1341346476833039,0.0
FFC,81,6,0.13196268969062303,0.0
FFC,82,6,0.13389646465680013,0.0
FFC,83,6,0.13561932173454214,0.0
FFC,84,6,0.133380741464434,0.0
FFC,85,6,0.13618287341353139,0.0
FFC,86,6,0.13463490176365156,0.0
FFC,7,7,0.1374528123918775,0.0
FFC,8,7,0.07248364331879631,0.0
FFC,9,7,0.07855084604983215,0.0
FFC,10,7,0.08199283892079141,0.0
FFC,11,7,0.08835793203677135,0.0
FFC,12,7,0.0951375091306723,0.0
FFC,13,7,0.10856067318712545,0.0
FFC,14,7,0.11379305269505409,0.0
FFC,15,7,0.1209452025844802,0.0
FFC,16,7,0.12117645811941838,0.0
FFC,17,7,0.12560302319074498,0.0
FFC,18,7,0.12279466531210728,0.0
FFC,19,7,0.12648750072672388,0.0
FFC,20,7,0.12610763395054952,0.0
FFC,21,7,0.12811093063782505,0.0
FFC,22,7,0.1287276996510372,0.0
FFC,23,7,0.1288445787275434,0.0
FFC,24,7,0.12761803823263734,0.0
FFC,25,7,0.13015069151659425,0.0
FFC,26,7,0.1336935125504958,0.0
FFC,27,7,0.13348044269401418,0.0
FFC,28,7,0.1315596994067674,0.0
FFC,29,7,0.13276850801224027,0.0
FFC,30,7,0.1334258101605305,0.0
FFC,31,7,0.13344325861181816,0.0
FFC,32,7,0.13649545421839945,0.0
FFC,33,7,0.1330174349361264,0.0
FFC,34,7,0.13375105132221077,0.0
FFC,35,7,0.13830296172941708,0.0
FFC,36,7,0.13068415202519376,0.0
FFC,37,7,0.13439297132682518,0.0
FFC,38,7,0.1358804095404361,0.0
FFC,39,7,0.13463432108755052,0.0
FFC,40,7,0.13378327523568126,0.0
FFC,41,7,0.13602468553325286,0.0
FFC,42,7,0.1344538913139633,0.0
FFC,43,7,0.1388085226917297,0.0
FFC,44,7,0.13325570325800173,0.0
FFC,45,7,0.13574009619013103,0.0
FFC,46,7,0.13227839948306858,0.0
FFC,47,7,0.1350240417584992,0.0
FFC,48,7,0.1344340855605964,0.0
FFC,49,7,0.13181906397942353,0.0
FFC,50,7,0.1356552095908516,0.0
FFC,51,7,0.1323415898397299,0.0
FFC,52,7,0.13634971162345702,0.0
FFC,53,7,0.1337061015802084,0.0
FFC,54,7,0.13647030860309847,0.0
FFC,55,7,0.13321157133330525,0.0
FFC,56,7,0.13258342034577345,0.0
FFC,57,7,0.13349800223013983,0.0
FFC,58,7,0.1352167287482211,0.0
FFC,59,7,0.1364444414294963,0.0
FFC,60,7,0.13560908254831816,0.0
FFC,61,7,0.13346471472799834,0.0
FFC,62,7,0.1349154348871772,0.0
FFC,63,7,0.13482785351811546,0.0
FFC,64,7,0.13261906202339208,0.0
FFC,65,7,0.13267367663728127,0.0
FFC,66,7,0.13469226630291953,0.0
FFC,67,7,0.136076185836786,0.0
FFC,68,7,0.13553937787893572,0.0
FFC,69,7,0.13359386844054927,0.0
FFC,70,7,0.13256758082992706,0.0
FFC,71,7,0.1354988559231292,0.0
FFC,72,7,0.13392651006567907,0.0
FFC,73,7,0.13286340566845306,0.0
FFC,74,7,0.13263343775348685,0.0
FFC,75,7,0.135378093347095,0.0
FFC,76,7,0.13571044673654384,0.0
FFC,77,7,0.1353792097603693,0.0
FFC,78,7,0.13576505503227534,0.0
FFC,79,7,0.135964618925546,0.0
FFC,80,7,0.1347365276864393,0.0
FFC,81,7,0.13247595780377033,0.0
FFC,82,7,0.13429881241737165,0.0
FFC,83,7,0.13620242610996341,0.0
FFC,84,7,0.13382638515380296,0.0
FFC,85,7,0.1366541330775278,0.0
FFC,86,7,0.13512788719487717,0.0
FFC,8,8,0.13410891105859526,0.0
FFC,9,8,0.061835957603256955,0.0
FFC,10,8,0.08721854584321494,0.0
FFC,11,8,0.0867954006451984,0.0
FFC,12,8,0.09274900855655557,0.0
FFC,13,8,0.10552016858688588,0.0
FFC,14,8,0.11213258468986413,0.0
FFC,15,8,0.11970787502493718,0.0
FFC,16,8,0.11983404249623812,0.0
FFC,17,8,0.1244927766720557,0.0
FFC,18,8,0.12178122197071646,0.0
FFC,19,8,0.12530591889461365,0.0
FFC,20,8,0.12512394165171975,0.0
FFC,21,8,0.1270093388543564,0.0
FFC,22,8,0.1275281572347773,0.0
FFC,23,8,0.1278451218844445,0.0
FFC,24,8,0.12686061524320125,0.0
FFC,25,8,0.12941184652847273,0.0
FFC,26,8,0.13302278910874632,0.0
FFC,27,8,0.13274149430827512,0.0
FFC,28,8,0.13093407339218888,0.0
FFC,29,8,0.13219140654394826,0.0
FFC,30,8,0.13269948728990674,0.0
FFC,31,8,0.1327403357833187,0.0
FFC,32,8,0.1355185136854242,0.0
FFC,33,8,0.1321355040076113,0.0
FFC,34,8,0.13287432974686272,0.0
FFC,35,8,0.13739817317958009,0.0
FFC,36,8,0.1300077176436112,0.0
FFC,37,8,0.13358646793286544,0.0
FFC,38,8,0.1349304849094251,0.0
FFC,39,8,0.13365753456016063,0.0
FFC,40,8,0.1330845334957018,0.0
FFC,41,8,0.13502365574610087,0.0
FFC,42,8,0.13384061142196574,0.0
FFC,43,8,0.13796957763683798,0.0
FFC,44,8,0.13257654147612466,0.0
FFC,45,8,0.13502976387395524,0.0
FFC,46,8,0.13144924464684374,0.0
FFC,47,8,0.13423891509064634,0.0
FFC,48,8,0.13359891613488473,0.0
FFC,49,8,0.13097117764883692,0.0
FFC,50,8,0.13479308759333264,0.0
FFC,51,8,0.13151493226445762,0.0
FFC,52,8,0.1354716367571569,0.0
FFC,53,8,0.1329384661430631,0.0
FFC,54,8,0.13561286475080706,0.0
FFC,55,8,0.13238078732575367,0.0
FFC,56,8,0.13168191628089645,0.0
FFC,57,8,0.13252139739309376,0.0
FFC,58,8,0.13417181196734776,0.0
FFC,59,8,0.13576638806177854,0.0
FFC,60,8,0.13490262466467204,0.0
FFC,61,8,0.13263347611773058,0.0
FFC,62,8,0.13397903357082225,0.0
FFC,63,8,0.13415801801309257,0.0
FFC,64,8,0.13178490317648106,0.0
FFC,65,8,0.1319560484442386,0.0
FFC,66,8,0.1338115561047945,0.0
