roi,epoch,experiment,rho,p_value
V3,84,random_target_e40_l2,6.625512342993538e-05,0.9626519869723528
FFC,84,random_target_e40_l2,0.13055359956636603,0.0
LO3,84,random_target_e40_l2,0.1004134773620121,0.0
V1,50,random_target_e40_l20,-0.0073463996345639335,2.0788157031731475e-07
PIT,50,random_target_e40_l20,0.10301857377307932,0.0
V2,50,random_target_e40_l20,0.0016552218287267859,0.24206894648043337
LO2,50,random_target_e40_l20,0.13450403339408,0.0
LO1,50,random_target_e40_l20,0.04064873824820125,1.1929873284137822e-181
V3,50,random_target_e40_l20,-0.010022044412625802,1.4079046055255309e-12
FFC,50,random_target_e40_l20,0.11579330951820166,0.0
LO3,50,random_target_e40_l20,0.06809298398088436,0.0
V1,51,random_target_e40_l20,-0.007284836380259342,2.623869379095783e-07
PIT,51,random_target_e40_l20,0.10274782643722952,0.0
V2,51,random_target_e40_l20,0.0016539581465561638,0.24242861734999147
LO2,51,random_target_e40_l20,0.13450048965043426,0.0
LO1,51,random_target_e40_l20,0.041092786371562606,1.343947910871622e-185
V3,51,random_target_e40_l20,-0.00988405085524574,2.8336424147935653e-12
FFC,51,random_target_e40_l20,0.11558631495049719,0.0
LO3,51,random_target_e40_l20,0.06849206181756777,0.0
V1,52,random_target_e40_l20,-0.007022410708704939,6.935554962322232e-07
PIT,52,random_target_e40_l20,0.10250697844222278,0.0
V2,52,random_target_e40_l20,0.0019055530788762232,0.17805964405733773
LO2,52,random_target_e40_l20,0.13442051301810523,0.0
LO1,52,random_target_e40_l20,0.04136527027699294,4.834291199768663e-188
V3,52,random_target_e40_l20,-0.009607729877103961,1.1179751379619734e-11
FFC,52,random_target_e40_l20,0.11536754316421718,0.0
LO3,52,random_target_e40_l20,0.06867713847648403,0.0
V1,53,random_target_e40_l20,-0.007366527588367644,1.9256623513161096e-07
PIT,53,random_target_e40_l20,0.1022688459773123,0.0
V2,53,random_target_e40_l20,0.0015721171559041475,0.26652675340670906
LO2,53,random_target_e40_l20,0.13430749524020533,0.0
LO1,53,random_target_e40_l20,0.041323860153725855,1.1397344705917233e-187
V3,53,random_target_e40_l20,-0.009819606876685132,3.915786862712331e-12
FFC,53,random_target_e40_l20,0.11512014741594077,0.0
LO3,53,random_target_e40_l20,0.06869103032306687,0.0
V1,54,random_target_e40_l20,-0.007284182484456836,2.630340970316728e-07
PIT,54,random_target_e40_l20,0.10243265253553815,0.0
V2,54,random_target_e40_l20,0.001752844997338023,0.2154097370305178
LO2,54,random_target_e40_l20,0.13447327806875678,0.0
LO1,54,random_target_e40_l20,0.04196816160604963,1.6565878522463485e-193
V3,54,random_target_e40_l20,-0.00952902062423261,1.641541342068129e-11
FFC,54,random_target_e40_l20,0.1152810604556844,0.0
LO3,54,random_target_e40_l20,0.06919860950151374,0.0
V1,55,random_target_e40_l20,-0.0076575875413289396,6.22934227297548e-08
PIT,55,random_target_e40_l20,0.1019536479319963,0.0
V2,55,random_target_e40_l20,0.0014037032405851539,0.32116353674275205
LO2,55,random_target_e40_l20,0.1341291925811043,0.0
LO1,55,random_target_e40_l20,0.04199323534692039,9.777098156195888e-194
V3,55,random_target_e40_l20,-0.009731407148408857,6.076337571451422e-12
FFC,55,random_target_e40_l20,0.11477617000246464,0.0
LO3,55,random_target_e40_l20,0.06933297408163626,0.0
V1,56,random_target_e40_l20,-0.007797091431395627,3.574321580986846e-08
PIT,56,random_target_e40_l20,0.10184538379393655,0.0
V2,56,random_target_e40_l20,0.0012772847539964196,0.3666728633154711
LO2,56,random_target_e40_l20,0.1341527906298406,0.0
LO1,56,random_target_e40_l20,0.042221283464997914,7.963508488329913e-196
V3,56,random_target_e40_l20,-0.009794180809070163,4.446303119050623e-12
FFC,56,random_target_e40_l20,0.11460807166787414,0.0
LO3,56,random_target_e40_l20,0.06947245135117366,0.0
V1,57,random_target_e40_l20,-0.007838389057370007,3.0268363816030936e-08
PIT,57,random_target_e40_l20,0.10143751184856135,0.0
V2,57,random_target_e40_l20,0.0011080167354475885,0.43357274405873647
LO2,57,random_target_e40_l20,0.13386635611829617,0.0
LO1,57,random_target_e40_l20,0.04241649093063367,1.270124309764008e-197
V3,57,random_target_e40_l20,-0.009888110675846815,2.776296785851211e-12
FFC,57,random_target_e40_l20,0.11441584806511314,0.0
LO3,57,random_target_e40_l20,0.06981415132595575,0.0
V1,58,random_target_e40_l20,-0.007793425059375288,3.6273253504614e-08
PIT,58,random_target_e40_l20,0.10123953497079108,0.0
V2,58,random_target_e40_l20,0.0011119726675225489,0.43193284177009483
LO2,58,random_target_e40_l20,0.13349668545753393,0.0
LO1,58,random_target_e40_l20,0.04253735899833767,9.702035550514277e-199
V3,58,random_target_e40_l20,-0.009786039942784902,4.6306013783606935e-12
FFC,58,random_target_e40_l20,0.11418514897537038,0.0
LO3,58,random_target_e40_l20,0.06979318773640937,0.0
V1,59,random_target_e40_l20,-0.00774944771543628,4.3256050007656896e-08
PIT,59,random_target_e40_l20,0.10079951547063479,0.0
V2,59,random_target_e40_l20,0.0011008013520994902,0.4365730808719014
LO2,59,random_target_e40_l20,0.13306348914958424,0.0
LO1,59,random_target_e40_l20,0.04249665926616508,2.3085458917690587e-198
V3,59,random_target_e40_l20,-0.009778210507475385,4.814904246216725e-12
FFC,59,random_target_e40_l20,0.11377219294453313,0.0
LO3,59,random_target_e40_l20,0.06985174309909398,0.0
V1,60,random_target_e40_l20,-0.007066860733277306,5.896520827174389e-07
PIT,60,random_target_e40_l20,0.0881021879631783,0.0
V2,60,random_target_e40_l20,0.004533355758796134,0.0013554572510388306
LO2,60,random_target_e40_l20,0.118933733750519,0.0
LO1,60,random_target_e40_l20,0.04177558714531073,9.407587340957296e-192
V3,60,random_target_e40_l20,-0.004910921601196819,0.0005188687920597794
FFC,60,random_target_e40_l20,0.09342983339219287,0.0
LO3,60,random_target_e40_l20,0.06097772212964597,0.0
V1,61,random_target_e40_l20,-0.00883265921947512,4.3031306020380936e-10
PIT,61,random_target_e40_l20,0.08008301944575952,0.0
V2,61,random_target_e40_l20,0.00010171790009437116,0.9426900328337386
LO2,61,random_target_e40_l20,0.11319385216030806,0.0
LO1,61,random_target_e40_l20,0.04165844905641312,1.0879290309308629e-190
V3,61,random_target_e40_l20,-0.005926140727322631,2.8099630520454597e-05
FFC,61,random_target_e40_l20,0.09229357236576341,0.0
LO3,61,random_target_e40_l20,0.06501306779601487,0.0
V1,62,random_target_e40_l20,-0.01638836713080038,5.009276952427038e-31
PIT,62,random_target_e40_l20,0.07035922737763496,0.0
V2,62,random_target_e40_l20,-0.01120041082245876,2.4497020778378805e-15
LO2,62,random_target_e40_l20,0.10315815930684379,0.0
LO1,62,random_target_e40_l20,0.059220076812857195,0.0
V3,62,random_target_e40_l20,-0.0034360568056267136,0.015163723819039498
FFC,62,random_target_e40_l20,0.09374715436658279,0.0
LO3,62,random_target_e40_l20,0.07977619942482829,0.0
V1,63,random_target_e40_l20,0.004275480941126304,0.0025134638912992883
PIT,63,random_target_e40_l20,0.08285309496673338,0.0
V2,63,random_target_e40_l20,0.002425607102896632,0.08647297015191466
LO2,63,random_target_e40_l20,0.12974007348327168,0.0
LO1,63,random_target_e40_l20,0.06725143827592835,0.0
V3,63,random_target_e40_l20,0.0011529646433657385,0.4151526733408544
FFC,63,random_target_e40_l20,0.11989018459122042,0.0
LO3,63,random_target_e40_l20,0.09588094500407988,0.0
V1,64,random_target_e40_l20,0.006703958084935682,2.1574753075958254e-06
PIT,64,random_target_e40_l20,0.08747973312594055,0.0
V2,64,random_target_e40_l20,0.003732657883300079,0.008337930371041144
LO2,64,random_target_e40_l20,0.13843843985245102,0.0
LO1,64,random_target_e40_l20,0.07084384824606349,0.0
V3,64,random_target_e40_l20,0.002261331378968335,0.10999823016694174
FFC,64,random_target_e40_l20,0.12682887969937837,0.0
LO3,64,random_target_e40_l20,0.1016111375866407,0.0
V1,65,random_target_e40_l20,0.006970643164315389,8.368501665736331e-07
PIT,65,random_target_e40_l20,0.0906035811631733,0.0
V2,65,random_target_e40_l20,0.0047179992619158844,0.0008546181094058337
LO2,65,random_target_e40_l20,0.14078671578822718,0.0
LO1,65,random_target_e40_l20,0.07176316425287321,0.0
V3,65,random_target_e40_l20,0.002850903267025635,0.04391681680380262
FFC,65,random_target_e40_l20,0.1294394902041305,0.0
LO3,65,random_target_e40_l20,0.10202631363716341,0.0
V1,66,random_target_e40_l20,0.007512009426461001,1.1010875009070736e-07
PIT,66,random_target_e40_l20,0.0927680982043373,0.0
V2,66,random_target_e40_l20,0.005142571157652524,0.00027847354716488204
LO2,66,random_target_e40_l20,0.14382996145043753,0.0
LO1,66,random_target_e40_l20,0.07181680044142066,0.0
V3,66,random_target_e40_l20,0.0027420717861811415,0.052627293124360625
FFC,66,random_target_e40_l20,0.1317828582691286,0.0
LO3,66,random_target_e40_l20,0.10252535627246734,0.0
V1,67,random_target_e40_l20,0.007584201810302126,8.311969568383951e-08
PIT,67,random_target_e40_l20,0.09353307869815643,0.0
V2,67,random_target_e40_l20,0.005614738749852626,7.24006621473704e-05
LO2,67,random_target_e40_l20,0.14449541196051427,0.0
LO1,67,random_target_e40_l20,0.07315041897367715,0.0
V3,67,random_target_e40_l20,0.0030594930502427834,0.030594600098975744
FFC,67,random_target_e40_l20,0.1334071097946477,0.0
LO3,67,random_target_e40_l20,0.10427428280141793,0.0
V1,68,random_target_e40_l20,0.008810036747082422,4.76585831884182e-10
PIT,68,random_target_e40_l20,0.09302336327736398,0.0
V2,68,random_target_e40_l20,0.006484330842693441,4.586637744247691e-06
LO2,68,random_target_e40_l20,0.1439236361377676,0.0
LO1,68,random_target_e40_l20,0.07236274046307516,0.0
V3,68,random_target_e40_l20,0.003416527918815028,0.015750645996905958
FFC,68,random_target_e40_l20,0.13255312416087545,0.0
LO3,68,random_target_e40_l20,0.10329762397329723,0.0
V1,69,random_target_e40_l20,0.009029445622056877,1.7512919717493132e-10
PIT,69,random_target_e40_l20,0.09144931683805367,0.0
V2,69,random_target_e40_l20,0.006377491090862353,6.564341778315063e-06
LO2,69,random_target_e40_l20,0.1419899047220497,0.0
LO1,69,random_target_e40_l20,0.0719252867966582,0.0
V3,69,random_target_e40_l20,0.0035064386810159344,0.013205155975811072
FFC,69,random_target_e40_l20,0.13135735356787626,0.0
LO3,69,random_target_e40_l20,0.10302917403295085,0.0
V1,70,random_target_e40_l20,0.008404189719825142,2.854091943820849e-09
PIT,70,random_target_e40_l20,0.09055543578467094,0.0
V2,70,random_target_e40_l20,0.006092240453691465,1.6642900926495334e-05
LO2,70,random_target_e40_l20,0.13993757049530534,0.0
LO1,70,random_target_e40_l20,0.07156217543500161,0.0
V3,70,random_target_e40_l20,0.0037058311710135104,0.008815944941993148
FFC,70,random_target_e40_l20,0.13043955909333027,0.0
LO3,70,random_target_e40_l20,0.10215235255439947,0.0
V1,71,random_target_e40_l20,0.0078042950289431414,3.472360249211174e-08
PIT,71,random_target_e40_l20,0.09398695264978534,0.0
V2,71,random_target_e40_l20,0.005808393814208369,4.040964629839028e-05
LO2,71,random_target_e40_l20,0.1442537968278332,0.0
LO1,71,random_target_e40_l20,0.0722897158079527,0.0
V3,71,random_target_e40_l20,0.002830216320268185,0.04547184304589131
FFC,71,random_target_e40_l20,0.13372738516198276,0.0
LO3,71,random_target_e40_l20,0.10353653282594562,0.0
V1,72,random_target_e40_l20,0.009661762871062607,8.573323538938747e-12
PIT,72,random_target_e40_l20,0.09168020565183123,0.0
V2,72,random_target_e40_l20,0.006966062180951199,8.508217304829381e-07
LO2,72,random_target_e40_l20,0.14180219583063688,0.0
LO1,72,random_target_e40_l20,0.07166811912761231,0.0
V3,72,random_target_e40_l20,0.003915689572747741,0.0056500250243996675
FFC,72,random_target_e40_l20,0.13168437027472243,0.0
LO3,72,random_target_e40_l20,0.10256840758096197,0.0
V1,73,random_target_e40_l20,0.006046000946721243,1.9280983958401853e-05
PIT,73,random_target_e40_l20,0.09092152350976715,0.0
V2,73,random_target_e40_l20,0.0036708515094881914,0.00947594607263293
LO2,73,random_target_e40_l20,0.14108869069963048,0.0
LO1,73,random_target_e40_l20,0.07083156504639757,0.0
V3,73,random_target_e40_l20,0.0012792264258214686,0.36594481747276786
FFC,73,random_target_e40_l20,0.13011273876620197,0.0
LO3,73,random_target_e40_l20,0.10256718181712782,0.0
V1,74,random_target_e40_l20,0.008837686391614684,4.2064220861784187e-10
PIT,74,random_target_e40_l20,0.09022822272071618,0.0
V2,74,random_target_e40_l20,0.006331918748980971,7.636229301244221e-06
LO2,74,random_target_e40_l20,0.13950638825366046,0.0
LO1,74,random_target_e40_l20,0.07036020875374689,0.0
V3,74,random_target_e40_l20,0.0029987603351285946,0.03405813410240077
FFC,74,random_target_e40_l20,0.12990500574210456,0.0
LO3,74,random_target_e40_l20,0.10123923204900885,0.0
V1,75,random_target_e40_l20,0.008857335775343143,3.8483682843183925e-10
PIT,75,random_target_e40_l20,0.09315559567035978,0.0
V2,75,random_target_e40_l20,0.006526492134699658,3.975552299585705e-06
LO2,75,random_target_e40_l20,0.14308820665588273,0.0
LO1,75,random_target_e40_l20,0.07142798392018847,0.0
V3,75,random_target_e40_l20,0.00303120241175955,0.032168433667614266
FFC,75,random_target_e40_l20,0.13292954812072913,0.0
LO3,75,random_target_e40_l20,0.10285086039548905,0.0
V1,76,random_target_e40_l20,0.00769044310927551,5.4700762804706994e-08
PIT,76,random_target_e40_l20,0.09318899006526012,0.0
V2,76,random_target_e40_l20,0.00522904800236946,0.00021931449267646277
LO2,76,random_target_e40_l20,0.14367541464844627,0.0
LO1,76,random_target_e40_l20,0.07118419814184428,0.0
V3,76,random_target_e40_l20,0.0019422535736881177,0.16984821988362722
FFC,76,random_target_e40_l20,0.13280301562148145,0.0
LO3,76,random_target_e40_l20,0.10299396069895594,0.0
V1,77,random_target_e40_l20,0.00692287767247132,9.940539898708956e-07
PIT,77,random_target_e40_l20,0.0922674804551477,0.0
V2,77,random_target_e40_l20,0.004599532366856067,0.0011510385654792188
LO2,77,random_target_e40_l20,0.14258300276359345,0.0
LO1,77,random_target_e40_l20,0.07066455554079182,0.0
V3,77,random_target_e40_l20,0.0014651681579124461,0.3004307242521932
FFC,77,random_target_e40_l20,0.1320315275765035,0.0
LO3,77,random_target_e40_l20,0.10266363402631237,0.0
V1,78,random_target_e40_l20,0.007200155509518825,3.603635022078732e-07
PIT,78,random_target_e40_l20,0.09295208172301306,0.0
V2,78,random_target_e40_l20,0.004782592038985903,0.000724534481654148
LO2,78,random_target_e40_l20,0.14376012975780417,0.0
LO1,78,random_target_e40_l20,0.07068251406269963,0.0
V3,78,random_target_e40_l20,0.001482384505834245,0.29478705285228907
FFC,78,random_target_e40_l20,0.1324900059690588,0.0
LO3,78,random_target_e40_l20,0.10268524478473579,0.0
V1,79,random_target_e40_l20,0.0076246563031297145,7.09239179761927e-08
PIT,79,random_target_e40_l20,0.09240213606028312,0.0
V2,79,random_target_e40_l20,0.004973057519850962,0.0004401897772444916
LO2,79,random_target_e40_l20,0.14311887886195848,0.0
LO1,79,random_target_e40_l20,0.06985053036350455,0.0
V3,79,random_target_e40_l20,0.001364045639073062,0.3350250831490833
FFC,79,random_target_e40_l20,0.13194865330928934,0.0
LO3,79,random_target_e40_l20,0.10223555942203601,0.0
V1,80,random_target_e40_l20,0.007073473365925335,5.755388088915771e-07
PIT,80,random_target_e40_l20,0.09187704887141003,0.0
V2,80,random_target_e40_l20,0.00488571591729449,0.0005543745600726411
LO2,80,random_target_e40_l20,0.1411113615628661,0.0
LO1,80,random_target_e40_l20,0.06965109874290291,0.0
V3,80,random_target_e40_l20,0.0013181314572642113,0.3515476161233366
FFC,80,random_target_e40_l20,0.13113448525105734,0.0
LO3,80,random_target_e40_l20,0.10127614572918579,0.0
V1,81,random_target_e40_l20,0.007110065995660334,5.031377740101994e-07
PIT,81,random_target_e40_l20,0.09107226623178562,0.0
V2,81,random_target_e40_l20,0.00429058177416753,0.002426267095177056
LO2,81,random_target_e40_l20,0.14122560116775565,0.0
LO1,81,random_target_e40_l20,0.06857806700320267,0.0
V3,81,random_target_e40_l20,0.00079226053425287,0.5755262939207717
FFC,81,random_target_e40_l20,0.1301476265249656,0.0
LO3,81,random_target_e40_l20,0.10088566353087311,0.0
V1,82,random_target_e40_l20,0.006619843356111729,2.887915318529499e-06
PIT,82,random_target_e40_l20,0.09130302648275086,0.0
V2,82,random_target_e40_l20,0.0038122821349373783,0.0070527033576929755
LO2,82,random_target_e40_l20,0.1417995982430843,0.0
LO1,82,random_target_e40_l20,0.06882421682355667,0.0
V3,82,random_target_e40_l20,0.00019586489675924297,0.8899023386803342
FFC,82,random_target_e40_l20,0.13088002544765492,0.0
LO3,82,random_target_e40_l20,0.10152996711769721,0.0
V1,83,random_target_e40_l20,0.006799503115585426,1.542775361942567e-06
PIT,83,random_target_e40_l20,0.0932353081131406,0.0
V2,83,random_target_e40_l20,0.004545196955221806,0.0013165810850953642
LO2,83,random_target_e40_l20,0.1436204126159079,0.0
LO1,83,random_target_e40_l20,0.06940236053349283,0.0
V3,83,random_target_e40_l20,0.0006628930335224647,0.639426633767679
FFC,83,random_target_e40_l20,0.13293149380259306,0.0
LO3,83,random_target_e40_l20,0.10159877429940721,0.0
V1,84,random_target_e40_l20,0.006749087190590318,1.8424334956286416e-06
PIT,84,random_target_e40_l20,0.09119783538426045,0.0
V2,84,random_target_e40_l20,0.004371982794945519,0.002002106847580159
LO2,84,random_target_e40_l20,0.14122982645260895,0.0
LO1,84,random_target_e40_l20,0.06939079727100415,0.0
V3,84,random_target_e40_l20,0.0007333568983999278,0.6042482314901083
FFC,84,random_target_e40_l20,0.13060510095159508,0.0
LO3,84,random_target_e40_l20,0.10134332197556173,0.0
V1,85,random_target_e40_l20,0.0063216178349719526,7.900719754547758e-06
PIT,85,random_target_e40_l20,0.09276566491787125,0.0
V2,85,random_target_e40_l20,0.003520952239631533,0.01283028880604089
LO2,85,random_target_e40_l20,0.1441767435221946,0.0
LO1,85,random_target_e40_l20,0.06885781114477459,0.0
V3,85,random_target_e40_l20,-0.0002468084654881105,0.8615257914509918
FFC,85,random_target_e40_l20,0.1321471625938232,0.0
LO3,85,random_target_e40_l20,0.10203867875822317,0.0
V1,86,random_target_e40_l20,0.007094945407158982,5.31921581702413e-07
PIT,86,random_target_e40_l20,0.09129295524726755,0.0
V2,86,random_target_e40_l20,0.004350197769259266,0.002108396178366963
LO2,86,random_target_e40_l20,0.14135159965445043,0.0
LO1,86,random_target_e40_l20,0.0683876797878738,0.0
V3,86,random_target_e40_l20,0.00041041532264775863,0.7717691091250553
FFC,86,random_target_e40_l20,0.13072176215966622,0.0
LO3,86,random_target_e40_l20,0.10080162918385151,0.0
V1,87,random_target_e40_l20,0.007237860320971965,3.130192277116515e-07
PIT,87,random_target_e40_l20,0.09331873489581226,0.0
V2,87,random_target_e40_l20,0.005035078640229597,0.0003728775948936304
LO2,87,random_target_e40_l20,0.14360458215741329,0.0
LO1,87,random_target_e40_l20,0.06982292399836053,0.0
V3,87,random_target_e40_l20,0.0008038726574547888,0.5699411347896777
FFC,87,random_target_e40_l20,0.1333371068682034,0.0
LO3,87,random_target_e40_l20,0.1022500370691038,0.0
V1,88,random_target_e40_l20,0.007437407529771419,1.468461928380314e-07
PIT,88,random_target_e40_l20,0.09135962064465772,0.0
V2,88,random_target_e40_l20,0.004725042097155401,0.000839448785835473
LO2,88,random_target_e40_l20,0.14108901028982804,0.0
LO1,88,random_target_e40_l20,0.06840876285266326,0.0
V3,88,random_target_e40_l20,0.0006872028214572802,0.6271929360607603
FFC,88,random_target_e40_l20,0.13086738959724376,0.0
LO3,88,random_target_e40_l20,0.10071007108121507,0.0
V1,89,random_target_e40_l20,0.006904432339656017,1.0620684126696328e-06
PIT,89,random_target_e40_l20,0.09340248841380651,0.0
V2,89,random_target_e40_l20,0.004687397223793869,0.0009235293500942464
LO2,89,random_target_e40_l20,0.14343389574625878,0.0
LO1,89,random_target_e40_l20,0.06890514839149449,0.0
V3,89,random_target_e40_l20,0.0003620920815754124,0.7980210406117645
FFC,89,random_target_e40_l20,0.1331102266268658,0.0
LO3,89,random_target_e40_l20,0.10149776757747016,0.0
V1,90,random_target_e40_l20,0.008792004091249922,5.169167195099117e-10
PIT,90,random_target_e40_l20,0.09275857266927898,0.0
V2,90,random_target_e40_l20,0.006244884184014192,1.0165468952346184e-05
LO2,90,random_target_e40_l20,0.1430185855149524,0.0
LO1,90,random_target_e40_l20,0.06908568331723998,0.0
V3,90,random_target_e40_l20,0.0015850352145625325,0.2626172479920025
FFC,90,random_target_e40_l20,0.1328177250751244,0.0
LO3,90,random_target_e40_l20,0.10139598525775219,0.0
V1,91,random_target_e40_l20,0.007614867735714607,7.370525249272941e-08
PIT,91,random_target_e40_l20,0.09056667558005398,0.0
V2,91,random_target_e40_l20,0.004734473474565561,0.0008195258565549874
LO2,91,random_target_e40_l20,0.1404425601638682,0.0
LO1,91,random_target_e40_l20,0.06744486672041095,0.0
V3,91,random_target_e40_l20,0.00040923821793158237,0.7724056178823873
FFC,91,random_target_e40_l20,0.12977517772980005,0.0
LO3,91,random_target_e40_l20,0.09997855312229156,0.0
V1,92,random_target_e40_l20,0.00677284582839683,1.6948437197613125e-06
PIT,92,random_target_e40_l20,0.0935722257909727,0.0
V2,92,random_target_e40_l20,0.004362270251040341,0.0020488718313787834
LO2,92,random_target_e40_l20,0.14402474054948491,0.0
LO1,92,random_target_e40_l20,0.0696776811814869,0.0
V3,92,random_target_e40_l20,0.0004581671912764133,0.7460816520900635
FFC,92,random_target_e40_l20,0.1332218959343328,0.0
LO3,92,random_target_e40_l20,0.10227009931009164,0.0
V1,93,random_target_e40_l20,0.007711407646995049,5.033331166914488e-08
PIT,93,random_target_e40_l20,0.09279773849478351,0.0
V2,93,random_target_e40_l20,0.005524274671398546,9.449128021362153e-05
LO2,93,random_target_e40_l20,0.1421972061977041,0.0
LO1,93,random_target_e40_l20,0.06903889508929234,0.0
V3,93,random_target_e40_l20,0.0011414366514165008,0.41983232473584176
FFC,93,random_target_e40_l20,0.13265746347986881,0.0
LO3,93,random_target_e40_l20,0.10116884978050629,0.0
V1,94,random_target_e40_l20,0.0071803817935670805,3.878832058406528e-07
PIT,94,random_target_e40_l20,0.0920684087919706,0.0
V2,94,random_target_e40_l20,0.004631587137227693,0.0010626269296915285
LO2,94,random_target_e40_l20,0.14210688925082007,0.0
LO1,94,random_target_e40_l20,0.06838370852291119,0.0
V3,94,random_target_e40_l20,0.0003749213223867164,0.7910278211139463
FFC,94,random_target_e40_l20,0.1312891022235448,0.0
LO3,94,random_target_e40_l20,0.10082431582038157,0.0
V1,95,random_target_e40_l20,0.005856981409598006,3.481164915501895e-05
PIT,95,random_target_e40_l20,0.09207879673295968,0.0
V2,95,random_target_e40_l20,0.0035923685805306694,0.011119537049386672
LO2,95,random_target_e40_l20,0.14199783058076454,0.0
LO1,95,random_target_e40_l20,0.06825078625611788,0.0
V3,95,random_target_e40_l20,-0.0002791114967062875,0.8436221729079897
FFC,95,random_target_e40_l20,0.13103381638813735,0.0
LO3,95,random_target_e40_l20,0.10083309705344207,0.0
V1,96,random_target_e40_l20,0.007725552002963767,4.757969486549315e-08
PIT,96,random_target_e40_l20,0.09161795264941652,0.0
V2,96,random_target_e40_l20,0.005053833914462552,0.0003544997619692419
LO2,96,random_target_e40_l20,0.141300782006838,0.0
LO1,96,random_target_e40_l20,0.0682252895007746,0.0
V3,96,random_target_e40_l20,0.000724875078158035,0.6084365011599635
FFC,96,random_target_e40_l20,0.13115996657279677,0.0
LO3,96,random_target_e40_l20,0.10055065131201665,0.0
V1,97,random_target_e40_l20,0.006871451940653558,1.1949964743305386e-06
PIT,97,random_target_e40_l20,0.09248591078394053,0.0
V2,97,random_target_e40_l20,0.004156399613545074,0.0033081275560540558
LO2,97,random_target_e40_l20,0.1428962977723411,0.0
LO1,97,random_target_e40_l20,0.06736892952238105,0.0
V3,97,random_target_e40_l20,-0.0004033232018066373,0.7756064200274675
FFC,97,random_target_e40_l20,0.13162286590538338,0.0
LO3,97,random_target_e40_l20,0.10033471510650274,0.0
V1,98,random_target_e40_l20,0.007007365339881936,7.32563188805599e-07
PIT,98,random_target_e40_l20,0.09238827414560981,0.0
V2,98,random_target_e40_l20,0.0045632023593870155,0.001259434936372024
LO2,98,random_target_e40_l20,0.14276374739168707,0.0
LO1,98,random_target_e40_l20,0.06838712534231622,0.0
V3,98,random_target_e40_l20,0.000142377712212014,0.919847639235873
FFC,98,random_target_e40_l20,0.13168456117971383,0.0
LO3,98,random_target_e40_l20,0.10100784606721691,0.0
V1,60,random_target_e40_l30,-0.007888459823172139,2.471511711023024e-08
PIT,60,random_target_e40_l30,0.10056639954254826,0.0
V2,60,random_target_e40_l30,0.0008928581943492104,0.5280216423186541
LO2,60,random_target_e40_l30,0.13287118052876318,0.0
LO1,60,random_target_e40_l30,0.0423571430619649,4.478527081165646e-197
V3,60,random_target_e40_l30,-0.009919700383205693,2.367318589761354e-12
FFC,60,random_target_e40_l30,0.11334979509490956,0.0
LO3,60,random_target_e40_l30,0.06957823637958244,0.0
V1,61,random_target_e40_l30,-0.0077694409095953754,3.9933433335619415e-08
PIT,61,random_target_e40_l30,0.10062565109013256,0.0
V2,61,random_target_e40_l30,0.000906334291835226,0.5218130566639938
LO2,61,random_target_e40_l30,0.13298482460170755,0.0
LO1,61,random_target_e40_l30,0.04260028285963905,2.535724117023732e-199
V3,61,random_target_e40_l30,-0.009765882408941044,5.11977400769045e-12
FFC,61,random_target_e40_l30,0.1133640492737907,0.0
LO3,61,random_target_e40_l30,0.06985847949871889,0.0
V1,62,random_target_e40_l30,-0.008021478587247607,1.4339702338071419e-08
PIT,62,random_target_e40_l30,0.1003183256983782,0.0
V2,62,random_target_e40_l30,0.0007467448502150712,0.5976638267725602
LO2,62,random_target_e40_l30,0.13259947186792806,0.0
LO1,62,random_target_e40_l30,0.04270254342682615,2.852261685117664e-200
V3,62,random_target_e40_l30,-0.009942792512980244,2.10634823738018e-12
FFC,62,random_target_e40_l30,0.11317608673968804,0.0
LO3,62,random_target_e40_l30,0.06996743252662986,0.0
V1,63,random_target_e40_l30,-0.007854853650191543,2.832056801579617e-08
PIT,63,random_target_e40_l30,0.10000934695102077,0.0
V2,63,random_target_e40_l30,0.0008641814546458641,0.541357457225462
LO2,63,random_target_e40_l30,0.13233987712955866,0.0
LO1,63,random_target_e40_l30,0.042875953196891095,6.931860076792193e-202
V3,63,random_target_e40_l30,-0.009694435214699818,7.296912701339565e-12
FFC,63,random_target_e40_l30,0.11283830097650764,0.0
LO3,63,random_target_e40_l30,0.0700192826344463,0.0
V1,64,random_target_e40_l30,-0.00802028376471592,1.441054479234361e-08
PIT,64,random_target_e40_l30,0.1001167906591011,0.0
V2,64,random_target_e40_l30,0.0007678129100617921,0.5873688045083112
LO2,64,random_target_e40_l30,0.1323988366614922,0.0
LO1,64,random_target_e40_l30,0.04296540196649367,1.012918521749417e-202
V3,64,random_target_e40_l30,-0.009738718760611505,5.859842698896685e-12
FFC,64,random_target_e40_l30,0.11270682106727149,0.0
LO3,64,random_target_e40_l30,0.06997195234088832,0.0
V1,65,random_target_e40_l30,-0.007696298793793233,5.344522389714781e-08
PIT,65,random_target_e40_l30,0.10021731619084094,0.0
V2,65,random_target_e40_l30,0.0010235355222146464,0.4694431859488578
LO2,65,random_target_e40_l30,0.1325115705002216,0.0
LO1,65,random_target_e40_l30,0.043135512218214336,2.583862042316046e-204
V3,65,random_target_e40_l30,-0.009560817916128185,1.4061058315336788e-11
FFC,65,random_target_e40_l30,0.11272839289294154,0.0
LO3,65,random_target_e40_l30,0.0702003990736033,0.0
V1,66,random_target_e40_l30,-0.007360927661802201,1.9671408306437295e-07
