roi,epoch,experiment,rho,p_value
LO2,95,random_target_e13_l30,0.14158544963131517,0.0
LO1,95,random_target_e13_l30,0.06862576233801108,0.0
V3,95,random_target_e13_l30,0.0005081823382158618,0.7194764550678934
FFC,95,random_target_e13_l30,0.13037299214445755,0.0
LO3,95,random_target_e13_l30,0.10045807043843881,0.0
V1,96,random_target_e13_l30,0.008359878806621784,3.453226490208772e-09
PIT,96,random_target_e13_l30,0.09171146590303472,0.0
V2,96,random_target_e13_l30,0.005719409153292922,5.2944512145268075e-05
LO2,96,random_target_e13_l30,0.1420161640675359,0.0
LO1,96,random_target_e13_l30,0.06886436612974334,0.0
V3,96,random_target_e13_l30,0.001370239418933394,0.332835133199613
FFC,96,random_target_e13_l30,0.13119265789650605,0.0
LO3,96,random_target_e13_l30,0.100683032467147,0.0
V1,97,random_target_e13_l30,0.007542444529544138,9.783016692885684e-08
PIT,97,random_target_e13_l30,0.09217226780113534,0.0
V2,97,random_target_e13_l30,0.004963232984608529,0.0004518399415977447
LO2,97,random_target_e13_l30,0.14272707961764927,0.0
LO1,97,random_target_e13_l30,0.06783912815417023,0.0
V3,97,random_target_e13_l30,0.00037987265861124845,0.7883333064991638
FFC,97,random_target_e13_l30,0.13132374351440304,0.0
LO3,97,random_target_e13_l30,0.10006532302624317,0.0
V1,98,random_target_e13_l30,0.008181801898915337,7.3556355627553354e-09
PIT,98,random_target_e13_l30,0.09199394433992238,0.0
V2,98,random_target_e13_l30,0.005803691065672815,4.099464997245184e-05
LO2,98,random_target_e13_l30,0.14248384330036362,0.0
LO1,98,random_target_e13_l30,0.06914035770265899,0.0
V3,98,random_target_e13_l30,0.0013905356588408701,0.3257238705268708
FFC,98,random_target_e13_l30,0.1313627226559712,0.0
LO3,98,random_target_e13_l30,0.10090211325951128,0.0
V1,99,random_target_e13_l30,0.007593544163332563,8.013468927028621e-08
PIT,99,random_target_e13_l30,0.09377470267647052,0.0
V2,99,random_target_e13_l30,0.005140165512366097,0.00028031556969803885
LO2,99,random_target_e13_l30,0.14502696596547124,0.0
LO1,99,random_target_e13_l30,0.06899193999890751,0.0
V3,99,random_target_e13_l30,0.00042268374824073015,0.7651442856709512
FFC,99,random_target_e13_l30,0.13361261285976936,0.0
LO3,99,random_target_e13_l30,0.10143800820296789,0.0
V1,100,random_target_e13_l30,0.007875799050384632,2.6017811379496867e-08
PIT,100,random_target_e13_l30,0.09258307144444472,0.0
V2,100,random_target_e13_l30,0.005299084673653149,0.00018027766193739436
LO2,100,random_target_e13_l30,0.14346560267415473,0.0
LO1,100,random_target_e13_l30,0.06878068130672386,0.0
V3,100,random_target_e13_l30,0.0007282319092529328,0.6067773725508004
FFC,100,random_target_e13_l30,0.1320751197979279,0.0
LO3,100,random_target_e13_l30,0.1011185812293713,0.0
V1,101,random_target_e13_l30,0.0077186688450150125,4.8900952990671504e-08
PIT,101,random_target_e13_l30,0.09229746403505183,0.0
V2,101,random_target_e13_l30,0.005421158236155939,0.00012739587640561806
LO2,101,random_target_e13_l30,0.14245489213662335,0.0
LO1,101,random_target_e13_l30,0.0686597756473163,0.0
V3,101,random_target_e13_l30,0.0009991664743556029,0.4800871179895174
FFC,101,random_target_e13_l30,0.1316188738474878,0.0
LO3,101,random_target_e13_l30,0.10044595598949176,0.0
V1,102,random_target_e13_l30,0.007288950153734963,2.583506799398421e-07
PIT,102,random_target_e13_l30,0.0913157557261547,0.0
V2,102,random_target_e13_l30,0.004600598886964109,0.0011479907821888412
LO2,102,random_target_e13_l30,0.14206245661586445,0.0
LO1,102,random_target_e13_l30,0.06756612073817693,0.0
V3,102,random_target_e13_l30,-5.8406961768436345e-05,0.9670733146716597
FFC,102,random_target_e13_l30,0.13083564299213804,0.0
LO3,102,random_target_e13_l30,0.10029692072181469,0.0
V1,103,random_target_e13_l30,0.007168430552732894,4.0548789978848943e-07
PIT,103,random_target_e13_l30,0.090942567289541,0.0
V2,103,random_target_e13_l30,0.004585625743423613,0.0011914699035207154
LO2,103,random_target_e13_l30,0.14145679348074328,0.0
LO1,103,random_target_e13_l30,0.06721356745336104,0.0
V3,103,random_target_e13_l30,0.0001215605363668818,0.9315355167856705
FFC,103,random_target_e13_l30,0.12968832035529684,0.0
LO3,103,random_target_e13_l30,0.09920525975995367,0.0
V1,104,random_target_e13_l30,0.008638376997997235,1.0260861384559335e-09
PIT,104,random_target_e13_l30,0.09223541339385745,0.0
V2,104,random_target_e13_l30,0.005924561769899504,2.8238100751897523e-05
LO2,104,random_target_e13_l30,0.14321481951364615,0.0
LO1,104,random_target_e13_l30,0.06838195274937107,0.0
V3,104,random_target_e13_l30,0.0011000510441901564,0.4368857628053029
FFC,104,random_target_e13_l30,0.13159902507804797,0.0
LO3,104,random_target_e13_l30,0.1006962091575436,0.0
V1,105,random_target_e13_l30,0.008978027153577558,2.2190466690118753e-10
PIT,105,random_target_e13_l30,0.09260542662665243,0.0
V2,105,random_target_e13_l30,0.0066638520924180164,2.480343463227746e-06
LO2,105,random_target_e13_l30,0.14261254221235906,0.0
LO1,105,random_target_e13_l30,0.06832771470806037,0.0
V3,105,random_target_e13_l30,0.001418648148486836,0.3160384367039031
FFC,105,random_target_e13_l30,0.13181574547735297,0.0
LO3,105,random_target_e13_l30,0.10002018979468953,0.0
V1,106,random_target_e13_l30,0.0085302124870008,1.6513143847560032e-09
PIT,106,random_target_e13_l30,0.09296106745910117,0.0
V2,106,random_target_e13_l30,0.006050522525085035,1.9006416974228695e-05
LO2,106,random_target_e13_l30,0.14416195521927977,0.0
LO1,106,random_target_e13_l30,0.06806995728973028,0.0
V3,106,random_target_e13_l30,0.0007999271852407781,0.5718359131194936
FFC,106,random_target_e13_l30,0.13214761868047853,0.0
LO3,106,random_target_e13_l30,0.10052610688841943,0.0
V1,107,random_target_e13_l30,0.008261988028608516,5.2429722961960954e-09
PIT,107,random_target_e13_l30,0.0907117922811177,0.0
V2,107,random_target_e13_l30,0.0059938285048956865,2.2734993062220556e-05
LO2,107,random_target_e13_l30,0.14080361110660727,0.0
LO1,107,random_target_e13_l30,0.068465082488925,0.0
V3,107,random_target_e13_l30,0.0015313273231306608,0.2791333189270357
FFC,107,random_target_e13_l30,0.12995499757593626,0.0
LO3,107,random_target_e13_l30,0.09986655424335639,0.0
V1,108,random_target_e13_l30,0.008836416567315136,4.2306477195534313e-10
PIT,108,random_target_e13_l30,0.09258721774803488,0.0
V2,108,random_target_e13_l30,0.006358070754511965,7.002232438522635e-06
LO2,108,random_target_e13_l30,0.14341968326082916,0.0
LO1,108,random_target_e13_l30,0.06851857250896641,0.0
V3,108,random_target_e13_l30,0.001302907751281296,0.3571380251719952
FFC,108,random_target_e13_l30,0.13193126106413794,0.0
LO3,108,random_target_e13_l30,0.10058632913056027,0.0
V1,109,random_target_e13_l30,0.009073405716135735,1.4289535819097485e-10
PIT,109,random_target_e13_l30,0.0920463524690898,0.0
V2,109,random_target_e13_l30,0.006980627654066284,8.071599300563353e-07
LO2,109,random_target_e13_l30,0.14166389331177706,0.0
LO1,109,random_target_e13_l30,0.06872670612491164,0.0
V3,109,random_target_e13_l30,0.0018827660437020803,0.1833046429113267
FFC,109,random_target_e13_l30,0.13167609816104378,0.0
LO3,109,random_target_e13_l30,0.10005241315818934,0.0
V1,110,random_target_e13_l30,0.008961281166457153,2.3962260940412875e-10
PIT,110,random_target_e13_l30,0.08940525391266778,0.0
V2,110,random_target_e13_l30,0.006548734035958717,3.685437537818354e-06
LO2,110,random_target_e13_l30,0.13835274913510018,0.0
LO1,110,random_target_e13_l30,0.06823866440441366,0.0
V3,110,random_target_e13_l30,0.002004364939287322,0.156603099825198
FFC,110,random_target_e13_l30,0.12895010993023534,0.0
LO3,110,random_target_e13_l30,0.09935141428670774,0.0
V1,111,random_target_e13_l30,0.008600775392819806,1.2114401290054223e-09
PIT,111,random_target_e13_l30,0.09083895025504278,0.0
V2,111,random_target_e13_l30,0.0059546909436943045,2.570450345183759e-05
LO2,111,random_target_e13_l30,0.14079545663509677,0.0
LO1,111,random_target_e13_l30,0.0676362895711854,0.0
V3,111,random_target_e13_l30,0.0011013863019508458,0.43632939941688176
FFC,111,random_target_e13_l30,0.12999073328364705,0.0
LO3,111,random_target_e13_l30,0.09934460234239614,0.0
V1,112,random_target_e13_l30,0.009175938661985806,8.858845101843405e-11
PIT,112,random_target_e13_l30,0.09159094020411185,0.0
V2,112,random_target_e13_l30,0.006432229867552395,5.466613214419214e-06
LO2,112,random_target_e13_l30,0.1421951559765039,0.0
LO1,112,random_target_e13_l30,0.06809662308355237,0.0
V3,112,random_target_e13_l30,0.001307267905267137,0.3555312086309269
FFC,112,random_target_e13_l30,0.1314825396375462,0.0
LO3,112,random_target_e13_l30,0.10034543351424069,0.0
V1,113,random_target_e13_l30,0.00886736312196608,3.677295026645393e-10
PIT,113,random_target_e13_l30,0.09268796323730025,0.0
V2,113,random_target_e13_l30,0.006827046352724769,1.3994666725369703e-06
LO2,113,random_target_e13_l30,0.14236210958278941,0.0
LO1,113,random_target_e13_l30,0.06864700591157638,0.0
V3,113,random_target_e13_l30,0.0015392040413628229,0.27666786242410824
FFC,113,random_target_e13_l30,0.132338905152155,0.0
LO3,113,random_target_e13_l30,0.10049285475255232,0.0
V1,114,random_target_e13_l30,0.008858717199637267,3.8243468689838155e-10
PIT,114,random_target_e13_l30,0.09132194938127905,0.0
V2,114,random_target_e13_l30,0.006248464199869143,1.0047263581415829e-05
LO2,114,random_target_e13_l30,0.14182611901005895,0.0
LO1,114,random_target_e13_l30,0.06791531641380281,0.0
V3,114,random_target_e13_l30,0.0012672875644449768,0.3704356713083219
FFC,114,random_target_e13_l30,0.13062074208138585,0.0
LO3,114,random_target_e13_l30,0.10007529204564261,0.0
V1,115,random_target_e13_l30,0.00824056881975706,5.741012472664845e-09
PIT,115,random_target_e13_l30,0.09024018534419867,0.0
V2,115,random_target_e13_l30,0.005727341143923654,5.16925942008252e-05
LO2,115,random_target_e13_l30,0.13987249069192587,0.0
LO1,115,random_target_e13_l30,0.06721787890912918,0.0
V3,115,random_target_e13_l30,0.0009177740234661533,0.5165722675534135
FFC,115,random_target_e13_l30,0.12933041184084404,0.0
LO3,115,random_target_e13_l30,0.09926570604477819,0.0
V1,116,random_target_e13_l30,0.00880661220738898,4.840010135738169e-10
PIT,116,random_target_e13_l30,0.09122459491433318,0.0
V2,116,random_target_e13_l30,0.006785500135496424,1.6209421137912552e-06
LO2,116,random_target_e13_l30,0.14062710892435518,0.0
LO1,116,random_target_e13_l30,0.06871813811946693,0.0
V3,116,random_target_e13_l30,0.0021106276645816526,0.1357802597318597
FFC,116,random_target_e13_l30,0.13063725570025897,0.0
LO3,116,random_target_e13_l30,0.10001865611202405,0.0
V1,43,random_target_e13_l40,0.00659315049344836,3.165647697664609e-06
PIT,43,random_target_e13_l40,0.08466728967432897,0.0
V2,43,random_target_e13_l40,0.01753215480963587,2.8937550979195494e-35
LO2,43,random_target_e13_l40,0.11772709763469177,0.0
LO1,43,random_target_e13_l40,0.046014621825494775,3.0820670640778594e-232
V3,43,random_target_e13_l40,0.004660179354892709,0.000989110284975195
FFC,43,random_target_e13_l40,0.09668604346005043,0.0
LO3,43,random_target_e13_l40,0.06040031177478115,0.0
V1,44,random_target_e13_l40,0.006509224949897758,4.215743775970697e-06
PIT,44,random_target_e13_l40,0.08463778218968117,0.0
V2,44,random_target_e13_l40,0.01739477697812452,9.670010036782256e-35
LO2,44,random_target_e13_l40,0.11773433352001214,0.0
LO1,44,random_target_e13_l40,0.04610635961507711,3.710207057296489e-233
V3,44,random_target_e13_l40,0.004550242076570947,0.0013003320354720881
FFC,44,random_target_e13_l40,0.09669858605007604,0.0
LO3,44,random_target_e13_l40,0.06061264423349279,0.0
V1,45,random_target_e13_l40,0.00645839661298333,5.006187717604681e-06
PIT,45,random_target_e13_l40,0.08406450539579133,0.0
V2,45,random_target_e13_l40,0.017154283670676323,7.814053785323832e-34
LO2,45,random_target_e13_l40,0.11723152529551331,0.0
LO1,45,random_target_e13_l40,0.04566626780163421,9.194101256674114e-229
V3,45,random_target_e13_l40,0.004214384600989093,0.0028962964760843343
FFC,45,random_target_e13_l40,0.09609749249795586,0.0
LO3,45,random_target_e13_l40,0.06020935656111035,0.0
V1,46,random_target_e13_l40,0.006444387863298876,5.247855114512206e-06
PIT,46,random_target_e13_l40,0.08374473168381491,0.0
V2,46,random_target_e13_l40,0.017059404066811,1.7678771940099755e-33
LO2,46,random_target_e13_l40,0.11685417928575947,0.0
LO1,46,random_target_e13_l40,0.045589137365582316,5.361303662497614e-228
V3,46,random_target_e13_l40,0.00414493784014483,0.003395590701479191
FFC,46,random_target_e13_l40,0.09577719640822087,0.0
LO3,46,random_target_e13_l40,0.060168822749801024,0.0
V1,47,random_target_e13_l40,0.006519810728589429,4.066894314299912e-06
PIT,47,random_target_e13_l40,0.08332937336603063,0.0
V2,47,random_target_e13_l40,0.017079073605866787,1.4931531893850374e-33
LO2,47,random_target_e13_l40,0.11646235431369771,0.0
LO1,47,random_target_e13_l40,0.04519772380139893,3.938032041190377e-224
V3,47,random_target_e13_l40,0.004081241549024102,0.003921166097265488
FFC,47,random_target_e13_l40,0.0953958028122268,0.0
LO3,47,random_target_e13_l40,0.059910409092831095,0.0
V1,48,random_target_e13_l40,0.006803326786953971,1.5220690328135964e-06
PIT,48,random_target_e13_l40,0.08404042575271813,0.0
V2,48,random_target_e13_l40,0.01735467919520256,1.3727579527838209e-34
LO2,48,random_target_e13_l40,0.1174471451285328,0.0
LO1,48,random_target_e13_l40,0.04560287151409466,3.917517204636229e-228
V3,48,random_target_e13_l40,0.004336608258059548,0.002177295088426275
FFC,48,random_target_e13_l40,0.09611907952431228,0.0
LO3,48,random_target_e13_l40,0.06027919248786834,0.0
V1,49,random_target_e13_l40,0.0069172501689468875,1.0143471512202112e-06
PIT,49,random_target_e13_l40,0.0841657386452962,0.0
V2,49,random_target_e13_l40,0.017434337568763506,6.838463447290416e-35
LO2,49,random_target_e13_l40,0.11764219683086945,0.0
LO1,49,random_target_e13_l40,0.04556719973318912,8.847755853761961e-228
V3,49,random_target_e13_l40,0.004359543793071198,0.002062178455340564
FFC,49,random_target_e13_l40,0.09618390832459359,0.0
LO3,49,random_target_e13_l40,0.060359821249571864,0.0
V1,50,random_target_e13_l40,0.006656309031330475,2.546040899727879e-06
PIT,50,random_target_e13_l40,0.08406001628532851,0.0
V2,50,random_target_e13_l40,0.01706136518010712,1.7383725095799017e-33
LO2,50,random_target_e13_l40,0.11757616649855215,0.0
LO1,50,random_target_e13_l40,0.0453401416413381,1.5576807865913236e-225
V3,50,random_target_e13_l40,0.003970652238739043,0.005011790404608648
FFC,50,random_target_e13_l40,0.09613588686824523,0.0
LO3,50,random_target_e13_l40,0.060226374391344636,0.0
V1,51,random_target_e13_l40,0.006582045446679692,3.2885862404289093e-06
PIT,51,random_target_e13_l40,0.08394584498586936,0.0
V2,51,random_target_e13_l40,0.016984400683670315,3.360268773918444e-33
LO2,51,random_target_e13_l40,0.1175723719827668,0.0
LO1,51,random_target_e13_l40,0.0451982164251885,3.89434636702211e-224
V3,51,random_target_e13_l40,0.0038348613647626825,0.0067221668389734
FFC,51,random_target_e13_l40,0.09607275461988309,0.0
LO3,51,random_target_e13_l40,0.0601820505321033,0.0
V1,52,random_target_e13_l40,0.00658292673551891,3.278665008991458e-06
PIT,52,random_target_e13_l40,0.08414509116734681,0.0
V2,52,random_target_e13_l40,0.017022050442567303,2.43508476229813e-33
LO2,52,random_target_e13_l40,0.1178129830069503,0.0
LO1,52,random_target_e13_l40,0.04527011248783397,7.635034044685886e-225
V3,52,random_target_e13_l40,0.003862630815904755,0.006334781216491169
FFC,52,random_target_e13_l40,0.09615220187958237,0.0
LO3,52,random_target_e13_l40,0.06034229580064643,0.0
V1,53,random_target_e13_l40,0.015284397934354252,3.335001319642461e-27
PIT,53,random_target_e13_l40,0.08303986912802616,0.0
V2,53,random_target_e13_l40,0.024650322175169305,5.396822171426062e-68
LO2,53,random_target_e13_l40,0.11594495113811056,0.0
LO1,53,random_target_e13_l40,0.049670850416243154,2.6447704480788293e-270
V3,53,random_target_e13_l40,0.010236488361946336,4.660724017291302e-13
FFC,53,random_target_e13_l40,0.0983191140203119,0.0
LO3,53,random_target_e13_l40,0.06446390817771429,0.0
V1,54,random_target_e13_l40,0.012716242743439382,2.5272150232338566e-19
PIT,54,random_target_e13_l40,0.08332207047790544,0.0
V2,54,random_target_e13_l40,0.020459835911693095,2.1202954964927526e-47
LO2,54,random_target_e13_l40,0.11970145793202644,0.0
LO1,54,random_target_e13_l40,0.04872749293125541,3.336885641144367e-260
V3,54,random_target_e13_l40,0.0074141899247521055,1.605236087268999e-07
FFC,54,random_target_e13_l40,0.10038560323649712,0.0
LO3,54,random_target_e13_l40,0.06573317126418213,0.0
V1,55,random_target_e13_l40,-0.00746349284031234,1.3282324319914907e-07
PIT,55,random_target_e13_l40,0.06623564349331809,0.0
V2,55,random_target_e13_l40,-0.005304682698806907,0.00017745747729992436
LO2,55,random_target_e13_l40,0.10186002603983527,0.0
LO1,55,random_target_e13_l40,0.04444358612873369,8.907290587289736e-217
V3,55,random_target_e13_l40,-0.006426719604909047,5.568609361521102e-06
FFC,55,random_target_e13_l40,0.0881251300581479,0.0
LO3,55,random_target_e13_l40,0.07089370072367232,0.0
V1,56,random_target_e13_l40,-0.002239351123694363,0.11349750670519967
PIT,56,random_target_e13_l40,0.06776831257799018,0.0
V2,56,random_target_e13_l40,-0.0034484577016852275,0.014801103346213028
LO2,56,random_target_e13_l40,0.10360013330512872,0.0
LO1,56,random_target_e13_l40,0.04786621422902584,3.765203482023981e-251
V3,56,random_target_e13_l40,-0.003400075611116209,0.01626051848578683
FFC,56,random_target_e13_l40,0.09695385679182224,0.0
LO3,56,random_target_e13_l40,0.07529545241446452,0.0
V1,57,random_target_e13_l40,-0.0024228501205309626,0.08683123775323587
PIT,57,random_target_e13_l40,0.06982326439955208,0.0
V2,57,random_target_e13_l40,-0.0037041254877591156,0.008847149782863708
LO2,57,random_target_e13_l40,0.11115864558680286,0.0
LO1,57,random_target_e13_l40,0.050173195675033706,9.210041228353167e-276
V3,57,random_target_e13_l40,-0.004681102245134844,0.0009383284815290519
FFC,57,random_target_e13_l40,0.09807746906318109,0.0
LO3,57,random_target_e13_l40,0.07642599612707253,0.0
V1,58,random_target_e13_l40,0.00402092870455164,0.004485844749215321
PIT,58,random_target_e13_l40,0.08162821926194923,0.0
V2,58,random_target_e13_l40,0.0013238034837325917,0.3494790012126061
LO2,58,random_target_e13_l40,0.13062770675668564,0.0
LO1,58,random_target_e13_l40,0.061119222980575046,0.0
V3,58,random_target_e13_l40,-0.0006094574926769656,0.6666610970244964
FFC,58,random_target_e13_l40,0.11674169790856485,0.0
LO3,58,random_target_e13_l40,0.09145540330347739,0.0
V1,59,random_target_e13_l40,0.004976629423474957,0.000436024084167838
PIT,59,random_target_e13_l40,0.08743964929743325,0.0
V2,59,random_target_e13_l40,0.0017871475575937093,0.20656402622008385
LO2,59,random_target_e13_l40,0.13951713279136935,0.0
LO1,59,random_target_e13_l40,0.06538279802384266,0.0
V3,59,random_target_e13_l40,-0.000515882529313368,0.7154094855368052
FFC,59,random_target_e13_l40,0.12501705963352316,0.0
LO3,59,random_target_e13_l40,0.09763888521260666,0.0
V1,60,random_target_e13_l40,0.0075440677747273255,9.721395970637014e-08
PIT,60,random_target_e13_l40,0.08783779512398535,0.0
V2,60,random_target_e13_l40,0.0039305752827687385,0.0054703001778284846
LO2,60,random_target_e13_l40,0.13977925554351628,0.0
LO1,60,random_target_e13_l40,0.0662533409230903,0.0
V3,60,random_target_e13_l40,0.0009668394353649875,0.49440765612680815
FFC,60,random_target_e13_l40,0.12645793459628327,0.0
LO3,60,random_target_e13_l40,0.0985953678084635,0.0
V1,61,random_target_e13_l40,0.0053413514205485416,0.00015998560750128693
PIT,61,random_target_e13_l40,0.08557604200315498,0.0
V2,61,random_target_e13_l40,0.0019517160135507498,0.1677778438269883
LO2,61,random_target_e13_l40,0.13609026922617343,0.0
LO1,61,random_target_e13_l40,0.06632710856870007,0.0
V3,61,random_target_e13_l40,0.00022725684709699458,0.8723973565603373
FFC,61,random_target_e13_l40,0.12360166640378324,0.0
LO3,61,random_target_e13_l40,0.09804142732190749,0.0
V1,62,random_target_e13_l40,0.00642259063905998,5.646228752851609e-06
PIT,62,random_target_e13_l40,0.08972093912975632,0.0
V2,62,random_target_e13_l40,0.002974257337404262,0.03554757364004427
LO2,62,random_target_e13_l40,0.14194504271129438,0.0
LO1,62,random_target_e13_l40,0.06853174343598017,0.0
V3,62,random_target_e13_l40,0.0008679730317882867,0.5395846209369485
FFC,62,random_target_e13_l40,0.12868125634350697,0.0
LO3,62,random_target_e13_l40,0.10045877874955647,0.0
V1,63,random_target_e13_l40,0.006858228237055671,1.2526716531607932e-06
PIT,63,random_target_e13_l40,0.08774486894354337,0.0
V2,63,random_target_e13_l40,0.0036883412408697733,0.009140631244471053
LO2,63,random_target_e13_l40,0.13833993695336919,0.0
LO1,63,random_target_e13_l40,0.06909583681381908,0.0
V3,63,random_target_e13_l40,0.0019948821804177575,0.15857301698984996
FFC,63,random_target_e13_l40,0.1266439029563027,0.0
LO3,63,random_target_e13_l40,0.1000329239997594,0.0
V1,64,random_target_e13_l40,0.007561508159904428,9.082594981342662e-08
PIT,64,random_target_e13_l40,0.08702715506406089,0.0
V2,64,random_target_e13_l40,0.0042377834397099275,0.0027437943507790715
LO2,64,random_target_e13_l40,0.137555970642413,0.0
LO1,64,random_target_e13_l40,0.06916553185906939,0.0
V3,64,random_target_e13_l40,0.0025580272220991837,0.07062327950702306
FFC,64,random_target_e13_l40,0.12564184102683545,0.0
LO3,64,random_target_e13_l40,0.09966623320491978,0.0
V1,65,random_target_e13_l40,0.006919491371623672,1.0062178907052795e-06
PIT,65,random_target_e13_l40,0.0886694137907869,0.0
V2,65,random_target_e13_l40,0.004347893897572259,0.002119934240901001
LO2,65,random_target_e13_l40,0.13824159084544818,0.0
LO1,65,random_target_e13_l40,0.07004834732862109,0.0
V3,65,random_target_e13_l40,0.002785626401368956,0.04898191030931752
FFC,65,random_target_e13_l40,0.12723907220641528,0.0
LO3,65,random_target_e13_l40,0.09998164391429158,0.0
V1,66,random_target_e13_l40,0.008266540795995923,5.142662865016929e-09
PIT,66,random_target_e13_l40,0.0920046149066878,0.0
V2,66,random_target_e13_l40,0.005307251810308304,0.0001761771406874856
LO2,66,random_target_e13_l40,0.1435773664100433,0.0
LO1,66,random_target_e13_l40,0.07097715621886659,0.0
V3,66,random_target_e13_l40,0.0028842547273720816,0.04150442856919447
FFC,66,random_target_e13_l40,0.13128488086951193,0.0
LO3,66,random_target_e13_l40,0.10182004284624208,0.0
V1,67,random_target_e13_l40,0.00829924379758895,4.475035428777123e-09
PIT,67,random_target_e13_l40,0.09290286174550373,0.0
V2,67,random_target_e13_l40,0.005767771700472687,4.573546960977587e-05
LO2,67,random_target_e13_l40,0.1445463285211048,0.0
LO1,67,random_target_e13_l40,0.07244696860368399,0.0
V3,67,random_target_e13_l40,0.0033043206758282934,0.019525690064493225
FFC,67,random_target_e13_l40,0.1328870034878679,0.0
LO3,67,random_target_e13_l40,0.10339237383628712,0.0
V1,68,random_target_e13_l40,0.008975598325172196,2.2439275915072467e-10
PIT,68,random_target_e13_l40,0.09210890231224424,0.0
V2,68,random_target_e13_l40,0.006554946563616039,3.6081013732279146e-06
LO2,68,random_target_e13_l40,0.14298449562823376,0.0
LO1,68,random_target_e13_l40,0.07195206783965383,0.0
V3,68,random_target_e13_l40,0.00382250580214094,0.0069012726474130676
FFC,68,random_target_e13_l40,0.13143526088159704,0.0
LO3,68,random_target_e13_l40,0.10213801769310928,0.0
V1,69,random_target_e13_l40,0.009779421682562834,4.785930490476155e-12
PIT,69,random_target_e13_l40,0.09111202168095332,0.0
V2,69,random_target_e13_l40,0.006957365594470802,8.779659711264152e-07
LO2,69,random_target_e13_l40,0.1419684534618092,0.0
LO1,69,random_target_e13_l40,0.07167139454839082,0.0
V3,69,random_target_e13_l40,0.004054407310045502,0.004163911195084181
FFC,69,random_target_e13_l40,0.13072940021004656,0.0
LO3,69,random_target_e13_l40,0.10215241306210368,0.0
V1,70,random_target_e13_l40,0.008650152336852856,9.739522346513647e-10
PIT,70,random_target_e13_l40,0.09033106203217742,0.0
V2,70,random_target_e13_l40,0.006197215360664835,1.187160742996887e-05
LO2,70,random_target_e13_l40,0.14006600963151125,0.0
LO1,70,random_target_e13_l40,0.07134953627162659,0.0
V3,70,random_target_e13_l40,0.003933216079177298,0.005438960523292674
FFC,70,random_target_e13_l40,0.12990205728376278,0.0
LO3,70,random_target_e13_l40,0.10121673778199294,0.0
V1,71,random_target_e13_l40,0.008418411235476259,2.6842261502881293e-09
PIT,71,random_target_e13_l40,0.09502502951074895,0.0
V2,71,random_target_e13_l40,0.006305772066856297,8.32475015630709e-06
LO2,71,random_target_e13_l40,0.1462999669753279,0.0
LO1,71,random_target_e13_l40,0.07299511601572319,0.0
V3,71,random_target_e13_l40,0.0035158095306461966,0.012962027421964699
FFC,71,random_target_e13_l40,0.1348210490039844,0.0
LO3,71,random_target_e13_l40,0.10395277597591983,0.0
V1,72,random_target_e13_l40,0.009662843625010955,8.52780017548982e-12
PIT,72,random_target_e13_l40,0.09138495040155792,0.0
V2,72,random_target_e13_l40,0.006900829730828561,1.0758654220014553e-06
LO2,72,random_target_e13_l40,0.14218012139824332,0.0
LO1,72,random_target_e13_l40,0.07219862564307455,0.0
V3,72,random_target_e13_l40,0.004422930477998332,0.0017724526348099497
FFC,72,random_target_e13_l40,0.13101302265554127,0.0
LO3,72,random_target_e13_l40,0.10249880179595738,0.0
V1,73,random_target_e13_l40,0.007001647874036527,7.479339891382328e-07
PIT,73,random_target_e13_l40,0.09088936822141656,0.0
V2,73,random_target_e13_l40,0.004520340078824623,0.001399409269217237
LO2,73,random_target_e13_l40,0.14151719355514225,0.0
LO1,73,random_target_e13_l40,0.0712437325770641,0.0
V3,73,random_target_e13_l40,0.0022361001572778045,0.11402242622323461
FFC,73,random_target_e13_l40,0.12987256103462666,0.0
LO3,73,random_target_e13_l40,0.10195889659684468,0.0
V1,74,random_target_e13_l40,0.010521061831700228,1.0379502824801472e-13
PIT,74,random_target_e13_l40,0.09115227083648277,0.0
V2,74,random_target_e13_l40,0.007871364424654482,2.648966728903968e-08
LO2,74,random_target_e13_l40,0.14144838264927362,0.0
LO1,74,random_target_e13_l40,0.0716555455803635,0.0
V3,74,random_target_e13_l40,0.004518905131835858,0.0014043344661307988
FFC,74,random_target_e13_l40,0.13107730276930613,0.0
LO3,74,random_target_e13_l40,0.10194930058933051,0.0
V1,75,random_target_e13_l40,0.009247364563397874,6.330116029750777e-11
PIT,75,random_target_e13_l40,0.09277775940781635,0.0
V2,75,random_target_e13_l40,0.006977485326892366,8.16392910532401e-07
LO2,75,random_target_e13_l40,0.14329219913523922,0.0
LO1,75,random_target_e13_l40,0.07218343878350303,0.0
V3,75,random_target_e13_l40,0.003922091462403386,0.005572087974732797
FFC,75,random_target_e13_l40,0.13229916107617776,0.0
LO3,75,random_target_e13_l40,0.1027029798802227,0.0
V1,76,random_target_e13_l40,0.008810703115414004,4.751558816256523e-10
PIT,76,random_target_e13_l40,0.09291007942460451,0.0
V2,76,random_target_e13_l40,0.006383071613721685,6.443438386843819e-06
LO2,76,random_target_e13_l40,0.1439299732412979,0.0
LO1,76,random_target_e13_l40,0.07251161812973782,0.0
V3,76,random_target_e13_l40,0.003509095152163366,0.013135827095011684
FFC,76,random_target_e13_l40,0.13251694928787972,0.0
LO3,76,random_target_e13_l40,0.10334455624603874,0.0
