roi,epoch,training_run,rho,p_value
FFC,1,1,0.12148549151384962,0.0
FFC,2,1,0.09723132182700962,0.0
FFC,3,1,0.07996124776202444,0.0
FFC,4,1,0.06667174661051649,0.0
FFC,5,1,0.05842336207038819,0.0
FFC,6,1,0.05363172612825865,0.0
FFC,7,1,0.05063509335520399,7.888124286292414e-281
FFC,8,1,0.05341574516159768,0.0
FFC,9,1,0.05834443681018531,0.0
FFC,10,1,0.06664951944375885,0.0
FFC,11,1,0.0759281305146413,0.0
FFC,12,1,0.08977763266357665,0.0
FFC,13,1,0.10045166219798803,0.0
FFC,14,1,0.10307750069243754,0.0
FFC,15,1,0.10982617669835064,0.0
FFC,16,1,0.11496275808994803,0.0
FFC,17,1,0.11670369865743896,0.0
FFC,18,1,0.11791776485369744,0.0
FFC,19,1,0.12314579372595767,0.0
FFC,20,1,0.12523988223211246,0.0
FFC,21,1,0.12387175233169678,0.0
FFC,22,1,0.1260676472806871,0.0
FFC,23,1,0.12744445680266162,0.0
FFC,24,1,0.12651247290541467,0.0
FFC,25,1,0.127711629744603,0.0
FFC,26,1,0.12916229505909463,0.0
FFC,27,1,0.130710153565592,0.0
FFC,28,1,0.12914275778332596,0.0
FFC,29,1,0.1327029166261516,0.0
FFC,30,1,0.13203644946733542,0.0
FFC,31,1,0.13243109045434254,0.0
FFC,32,1,0.13257168335297873,0.0
FFC,33,1,0.13228084526622425,0.0
FFC,34,1,0.13462168193192728,0.0
FFC,35,1,0.13465455546627464,0.0
FFC,36,1,0.13631837810384143,0.0
FFC,37,1,0.13513494766756456,0.0
FFC,38,1,0.13403838125687173,0.0
FFC,39,1,0.13329730533662087,0.0
FFC,40,1,0.1361559612632739,0.0
FFC,41,1,0.1357390126657064,0.0
FFC,42,1,0.13423246351843557,0.0
FFC,43,1,0.1360689840971644,0.0
FFC,44,1,0.13444383619367115,0.0
FFC,45,1,0.13603091795933844,0.0
FFC,46,1,0.13576316822526097,0.0
FFC,47,1,0.1335402183522652,0.0
FFC,48,1,0.13738953784416788,0.0
FFC,49,1,0.13434160146297364,0.0
FFC,50,1,0.1364410865984256,0.0
FFC,51,1,0.13794268656038605,0.0
FFC,52,1,0.13548266097287287,0.0
FFC,53,1,0.13628590011496275,0.0
FFC,54,1,0.1371790365188489,0.0
FFC,55,1,0.13484385007291033,0.0
FFC,56,1,0.13653572717166312,0.0
FFC,57,1,0.13736134068759895,0.0
FFC,58,1,0.13710414522764855,0.0
FFC,59,1,0.1388563071884616,0.0
FFC,60,1,0.1385020209530711,0.0
FFC,61,1,0.13725044234123313,0.0
FFC,62,1,0.1367272960062912,0.0
FFC,63,1,0.13547538146046265,0.0
FFC,64,1,0.13949859578982404,0.0
FFC,65,1,0.13955673889015524,0.0
FFC,66,1,0.1375577182727673,0.0
FFC,67,1,0.13685245488023212,0.0
FFC,68,1,0.13647306900175038,0.0
FFC,69,1,0.13896874115076227,0.0
FFC,70,1,0.13930447167495158,0.0
FFC,71,1,0.13581168075835312,0.0
FFC,72,1,0.13602951239720035,0.0
FFC,73,1,0.1378542460157442,0.0
FFC,74,1,0.1401835189526202,0.0
FFC,75,1,0.13592741490481708,0.0
FFC,76,1,0.1360858577370916,0.0
FFC,77,1,0.13473202073826,0.0
FFC,78,1,0.1383537889032505,0.0
