epoch,train_loss,test_loss,behavioral_rsa_rho,behavioral_rsa_p_value
75,20.15615720035627,29.551623223236252,0.7659583702580696,2.8419818259569737e-218
76,20.007378078893943,29.532054216163594,0.7648024170484442,3.1539005930370493e-217
77,19.842637408142934,29.49176010637652,0.7657255174568308,4.620146892468334e-218
78,19.704322999864402,29.437177426248624,0.7639430313535888,1.870753478919741e-216
79,19.54351331652697,29.447250756110936,0.7628788020813417,1.6784538684857915e-215
80,19.40845307749064,29.41760917790028,0.7625204679572667,3.504493663815519e-215
81,19.2568123043409,29.37270044358396,0.7599411946842274,6.750052283884496e-213
82,19.12245884100156,29.316671634905905,0.7609591460299086,8.53274408035269e-214
83,18.990883164128437,29.37677882916361,0.7645248414596354,5.609680188580701e-217
84,18.87162683545057,29.349650019440205,0.7631470844605069,9.664252708319543e-216
85,18.738788726257155,29.378647525007555,0.7626203981791845,2.854445501994962e-215
86,18.592797176329384,29.318549003390316,0.7648166557673135,3.062032950991406e-217
87,18.459215819340333,29.294482331249597,0.7615427871867082,2.594551241985998e-214
88,18.33667053476265,29.289308389906065,0.7629210583850208,1.5387558036666188e-215
89,18.21554956938091,29.23326395361463,0.7621924423216833,6.867555539663771e-215
90,18.09461449916343,29.298509682081022,0.7616976865555467,1.890568444853292e-214
91,17.969093259351737,29.24785547625294,0.7618103212597438,1.501638847833682e-214
92,17.85538574599163,29.263371683616008,0.7620997150688238,8.304427308097179e-215
93,17.721027897335485,29.21857289056093,0.7601830606028716,4.1332986359873846e-213
94,17.613112029606615,29.23547021855307,0.7626212342754186,2.8495485336755133e-215
95,17.48623431092154,29.201617962747648,0.7607940922723052,1.194082442483876e-213
96,17.39389915677649,29.198123383917203,0.7612409146413321,4.804695879918821e-214
97,17.25689668206297,29.195527292746867,0.7616684106459045,2.007160954027599e-214
98,17.143455109107528,29.238636058997056,0.7618014419177361,1.5291600598873196e-214
99,17.046481811438902,29.224633253740343,0.7611430872014436,5.8654648554943165e-214
100,16.93984966859263,29.218028706081665,0.7604287391203436,2.5099749794175236e-213
101,16.829220166827174,29.212037334126002,0.7609540709257667,8.62140507552473e-214
102,16.726069347349892,29.152272335073565,0.7587771438825736,7.095043483384625e-212
103,16.627766749205023,29.124345937486513,0.7585062737855632,1.2242066029320593e-211
104,16.524138041150206,29.20366826768738,0.7611569873013382,5.701576766889605e-214
105,16.40478803312349,29.216088173797775,0.7596138922718867,1.309660346198856e-212
106,16.305723243142758,29.159205705421407,0.7598371759517243,8.333707610124211e-213
107,16.209675918325495,29.204211619677466,0.7604537467587101,2.3856360886007902e-213
108,16.1215810458746,29.21662028191498,0.7607936282388952,1.1952106602249195e-213
109,16.011271923202557,29.24266815185547,0.7579218676007093,3.961892837996414e-211
110,15.927389166031517,29.246519194123493,0.7567238880138694,4.3543572512246956e-210
111,15.818030077334587,29.259846766350677,0.7608644957557104,1.0346558114137045e-213
112,15.726677918368098,29.2365295557686,0.7583703956060541,1.6090666626817474e-211
113,15.634992662889475,29.242984919258245,0.7573313411914204,1.293652453478989e-210
114,15.550793946284667,29.22822914334292,0.7594092660795161,1.9810067902768608e-212
115,15.458603647607186,29.311956363488296,0.7579994907750971,3.3903135002766783e-211
116,15.34827464307114,29.268903595307915,0.7556314655766034,3.827806725149408e-209
117,15.283062108005513,29.31152230995136,0.7553872669494659,6.212890223957793e-209
118,15.184600608170529,29.265133747079755,0.7552794314376535,7.693077801130143e-209
119,15.094288495769131,29.235910362960226,0.7558426091391199,2.5169706193874404e-209
120,15.005007426824596,29.28914976383441,0.7553283848721689,6.981927660060933e-209
121,14.914336223021108,29.263242215741407,0.7566954774638296,4.6082784225960487e-210
122,14.836502402773194,29.287554461653063,0.7545907682328696,3.0036173711946456e-208
123,14.756576099554257,29.354074003946714,0.7521607799424557,3.542699661065933e-206
