epoch,train_loss,test_loss,behavioral_rsa_rho,behavioral_rsa_p_value
99,17.070540018689268,30.29656809601336,0.7256174710811328,5.122417880468106e-185
100,16.981842928646014,30.31492131059341,0.7247000435856956,2.4898284561027783e-184
101,16.870359843457504,30.33611891941471,0.7257315898561456,4.205925109176682e-185
102,16.777863478726626,30.35813032329412,0.7219756908940891,2.6242712251991884e-182
103,16.661277010170046,30.281522223962604,0.723746158113964,1.27997327964338e-183
104,16.563121697909285,30.372401759110762,0.7246500742942557,2.713259495372754e-184
105,16.45885637394279,30.346581432700816,0.7211850699340197,1.0035008555791296e-181
106,16.36796058908394,30.281449386428076,0.7220371397868254,2.3640135596259535e-182
107,16.274035556824913,30.386714851000033,0.7197683132260445,1.097257923439133e-180
108,16.160071227689198,30.368583868880297,0.7214411871129763,6.501875774379755e-182
109,16.06345902651631,30.37791872814874,0.7208406108269518,1.7975243120416432e-181
110,15.955282710595805,30.49237107967145,0.7155394053609044,1.2679953230311165e-177
111,15.879505226156388,30.409300503809806,0.7183961915155348,1.0971295955131976e-179
112,15.787978576491083,30.487504948568606,0.7174983495743851,4.912938564888226e-179
